Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,85.970001,86.669998,85.900002,86.000000,71.422485,20906800
2012-01-04,85.790001,86.150002,85.099998,86.019997,71.439072,16130900
2012-01-05,85.639999,85.949997,84.919998,85.760002,71.223160,17452800
2012-01-06,85.919998,86.000000,85.110001,85.120003,70.691666,15942100
2012-01-09,85.000000,85.639999,84.970001,85.500000,71.007240,11664200
2012-01-10,86.070000,86.209999,85.379997,85.720001,71.189949,13080800
2012-01-11,85.099998,85.400002,84.470001,85.080002,70.658417,14831400
2012-01-12,84.389999,84.919998,83.940002,84.739998,70.376053,17357200
2012-01-13,84.160004,84.919998,83.820000,84.879997,70.492332,15551600
2012-01-17,85.750000,86.129997,85.400002,85.690002,71.165039,15627900
2012-01-18,85.300003,86.500000,84.959999,86.449997,71.796196,16754200
2012-01-19,86.339996,87.239998,85.769997,87.029999,72.277893,16383500
2012-01-20,87.080002,87.489998,86.720001,87.489998,72.659927,19220300
2012-01-23,87.500000,87.940002,87.029999,87.470001,72.643318,15348400
2012-01-24,87.080002,87.220001,86.660004,87.180000,72.402481,12363800
2012-01-25,86.769997,87.379997,85.809998,87.220001,72.435684,18202300
2012-01-26,87.639999,87.709999,86.510002,86.769997,72.061958,15658200
2012-01-27,86.239998,86.500000,85.769997,85.830002,71.281303,15976700
2012-01-30,85.269997,85.500000,84.589996,85.489998,70.998924,17867000
2012-01-31,84.919998,85.339996,83.459999,83.739998,69.545570,27225800
2012-02-01,84.230003,84.559998,83.379997,83.970001,69.736572,22266100
2012-02-02,84.279999,84.339996,83.190002,83.529999,69.371170,18020500
2012-02-03,84.239998,85.000000,84.050003,84.919998,70.525581,16145400
2012-02-06,84.870003,85.849998,84.489998,85.750000,71.214874,15000900
2012-02-07,85.220001,86.440002,84.940002,86.339996,71.704849,15818400
2012-02-08,85.830002,86.220001,84.730003,85.320000,71.245590,14762600
2012-02-09,85.330002,85.690002,84.669998,84.879997,70.878159,17073400
2012-02-10,84.019997,84.099998,83.349998,83.800003,69.976334,15328900
2012-02-13,84.339996,84.599998,83.889999,84.419998,70.494034,11473700
2012-02-14,84.419998,84.709999,83.849998,84.669998,70.702797,12961900
2012-02-15,84.860001,84.919998,83.910004,84.120003,70.243523,13911600
2012-02-16,84.449997,85.620003,84.080002,85.410004,71.320747,14769600
2012-02-17,86.070000,86.120003,84.919998,85.620003,71.496094,16597200
2012-02-21,86.040001,86.779999,86.040001,86.570000,72.289383,15481300
2012-02-22,86.839996,87.250000,86.650002,86.919998,72.581650,11983200
2012-02-23,86.580002,87.169998,86.470001,87.019997,72.665131,12404600
2012-02-24,87.370003,87.470001,87.010002,87.339996,72.932365,10767100
2012-02-27,87.150002,87.830002,86.779999,87.230003,72.840515,13323500
2012-02-28,87.230003,87.440002,86.550003,87.139999,72.765358,14317600
