Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,127.760002,128.380005,127.430000,127.500000,112.833694,193697900
2012-01-04,127.199997,127.809998,126.709999,127.699997,113.010681,127186500
2012-01-05,127.010002,128.229996,126.430000,128.039993,113.311546,173895000
2012-01-06,128.199997,128.220001,127.290001,127.709999,113.019524,148050000
2012-01-09,128.000000,128.179993,127.410004,128.020004,113.293869,99530200
2012-01-10,129.389999,129.649994,128.949997,129.130005,114.276176,115282000
2012-01-11,128.729996,129.369995,128.520004,129.199997,114.338127,111540700
2012-01-12,129.570007,129.699997,128.539993,129.509995,114.612480,118983700
2012-01-13,128.639999,129.050003,127.720001,128.839996,114.019547,179836200
2012-01-17,130.080002,130.320007,128.899994,129.339996,114.462029,132209200
2012-01-18,129.309998,130.839996,129.080002,130.770004,115.727539,163395200
2012-01-19,131.220001,131.570007,130.800003,131.460007,116.338188,126328900
2012-01-20,131.240005,131.949997,130.919998,131.949997,116.771782,138230200
2012-01-23,131.509995,132.250000,130.979996,131.610001,116.470909,129295800
2012-01-24,130.800003,131.500000,130.600006,131.460007,116.338188,103083300
2012-01-25,131.259995,132.869995,130.750000,132.559998,117.311623,198613200
2012-01-26,133.149994,133.399994,131.360001,131.880005,116.709892,184880500
2012-01-27,131.240005,132.050003,131.149994,131.820007,116.656761,135259100
2012-01-30,130.509995,131.440002,130.059998,131.369995,116.258484,147311800
2012-01-31,132.020004,132.179993,130.679993,131.320007,116.214287,157212000
2012-02-01,132.289993,133.139999,132.130005,132.470001,117.231987,166234500
2012-02-02,132.729996,133.020004,132.210007,132.679993,117.417824,113090400
2012-02-03,134.000000,134.619995,133.770004,134.539993,119.063843,160598500
2012-02-06,133.979996,134.509995,133.830002,134.449997,118.984238,107694500
2012-02-07,134.169998,135.020004,133.639999,134.789993,119.285110,135528100
2012-02-08,134.860001,135.220001,134.309998,135.190002,119.639114,139361400
2012-02-09,135.410004,135.589996,134.559998,135.360001,119.789551,148602900
2012-02-10,134.160004,134.470001,133.839996,134.360001,118.904610,167907500
2012-02-13,135.320007,135.520004,134.740005,135.360001,119.789551,115841900
2012-02-14,135.000000,135.270004,134.250000,135.190002,119.639114,165329500
